,fileversion,Comments,Template,LanguageCode,InternalName,SharedDoc,Company,ZipBitFlag,Originalfilename,Legalcopyright,Subsystem,TimeStamp,PEType,Legaltrademarks,FileAccessDate,productversion,OSVersion,LegalCopyright,TotalEditTime,Creator,legaltrademarks,productname,ProductVersionNumber,Warning,Application,ZipFileName,CompanyWebsite,DirectShow,ZipCRC,CharacterSet,comments,CreateDate,AppVersion,UninitializedDataSize,FileOS,md5,legalcopyright,LegalTrademarks,ProductName,FileTypeExtension,AssemblyVersion,ProductVersion,family,LinksUpToDate,LinkerVersion,filedescription,ImageVersion,FileVersionNumber,FileFlagsMask,ModifyDate,FullVersion,companyname,InitializedDataSize,Characters,ScaleCrop,OriginalFileName,Words,Productname,OLESelfRegister,CompanyName,SubsystemVersion,DocSecurity,ZipModifyDate,internalname,HeadingPairs,ZipCompression,CodeSize,MIMEType,HyperlinksChanged,LastModifiedBy,ZipRequiredVersion,ImageFileCharacteristics,Pages,RevisionNumber,FileVersion,FileType,Filedescription,Lines,ZipUncompressedSize,CharactersWithSpaces,FileDescription,FileCreateDate,originalfilename,ZipCompressedSize,MachineType,FileSubtype,EntryPoint,ObjectFileType,Paragraphs
198,,,,English (U.S.),,,,,,,Windows command line,2008:10:25 19:00:15+01:00,PE32,,,,5.0,NaBerlin. All rights reserved.,,,,,1.0.0.0,,,,,,,Unicode,,,,0,Windows NT 32-bit,9f82d05168c593b297f222e35f75d1f2,,,,exe,,1.0.0.0,Teslacrypt,,0.0,,0.0,1.0.0.0,0x003f,,,,696320,,,toolchain.exe,,,,NaBerlin,5.0,,,,,,12288,application/octet-stream,,,,,,,1.0.0.0,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x3850,Executable application,
199,,,,English (U.S.),dsreg.dll,,,,,,Windows command line,2008:10:25 19:00:15+01:00,PE32,,,,5.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,74bdc7b3c8b04d65de527ebaa5e98c6f,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,540672,,,dsreg.dll,,,,Microsoft Corporation,5.0,,,,,,163840,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,AD/AAD User Device Registration,,,,"Intel 386 or later, and compatibles",0,0x27cc0,Dynamic link library,
200,,,,Russian,DISKPERF.EXE,,,,,,Windows GUI,2008:10:25 19:00:15+01:00,PE32,,,,5.0,.                                   .,,,,,5.1.2600.0,Possibly corrupt Version resource,,,,,,Unicode,,,,0,Windows NT 32-bit,a4743f759b43493ff32ce5f70b45946d,,,Microsoft   Windows,exe,,5.1.2600.0,Teslacrypt,,8.0,,0.0,5.1.2600.0,0x003f,,,,524288,,,DISKPERF.EXE,,,,,5.0,,,,,,188416,application/octet-stream,,,,,,,5.1.2600.0 (XPClient.010817-1148),Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x2e5a0,Executable application,
201,,,,Russian,DISKPERF.EXE,,,,,,Windows GUI,2008:10:25 19:00:15+01:00,PE32,,,,5.0,.                                   .,,,,,5.1.2600.0,Possibly corrupt Version resource,,,,,,Unicode,,,,0,Windows NT 32-bit,dea0621fc08f5ee517579eee17ab2c14,,,Microsoft   Windows,exe,,5.1.2600.0,Teslacrypt,,8.0,,0.0,5.1.2600.0,0x003f,,,,696320,,,DISKPERF.EXE,,,,,5.0,,,,,,28672,application/octet-stream,,,,,,,5.1.2600.0 (XPClient.010817-1148),Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x5d80,Executable application,
202,,,,English (U.S.),,,,,,,Windows command line,2008:10:25 19:00:15+01:00,PE32,,,,5.0,NaBerlin. All rights reserved.,,,,,1.0.0.0,,,,,,,Unicode,,,,0,Windows NT 32-bit,59be3dee06e4440a0acf98a002558bd1,,,,exe,,1.0.0.0,Teslacrypt,,0.0,,0.0,1.0.0.0,0x003f,,,,598016,,,toolchain.exe,,,,NaBerlin,5.0,,,,,,118784,application/octet-stream,,,,,,,1.0.0.0,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x1d4d0,Executable application,
203,,,,,,,,,,,Windows GUI,2016:04:27 10:33:05+01:00,PE32,,,,5.1,,,,,,,,,,,,,,,,,0,,aaee605dc1238bd916a317ac48f4212d,,,,exe,,,Teslacrypt,,10.0,,0.0,,,,,,26112,,,,,,,,5.1,,,,,,110080,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0xfb81,,
204,,,,Russian,DISKPERF.EXE,,,,,,Windows GUI,2008:10:25 19:00:15+01:00,PE32,,,,5.0,.                                   .,,,,,5.1.2600.0,Possibly corrupt Version resource,,,,,,Unicode,,,,0,Windows NT 32-bit,a0f02c3c9bfa3845099f100931b4242b,,,Microsoft   Windows,exe,,5.1.2600.0,Teslacrypt,,8.0,,0.0,5.1.2600.0,0x003f,,,,524288,,,DISKPERF.EXE,,,,,5.0,,,,,,192512,application/octet-stream,,,,,,,5.1.2600.0 (XPClient.010817-1148),Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",0,0x2ef40,Executable application,
205,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,aa6192caec3e025bb0943efa4ef28344,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,724992,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1cc0,Dynamic link library,
206,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,a28437b921610199fd8aa95c473e0d59,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1bb0,Dynamic link library,
207,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,6834dd22796b7600deaf0b5d1927ae92,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x1a30,Dynamic link library,
208,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,df2c0333c22768322ced8e55532dc8e8,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x1aa0,Dynamic link library,
209,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,fc2e7389ce9140a4d096858c23e854e6,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,16384,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x1c80,Dynamic link library,
210,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,f417f72aa747d2b41a6c9467a027786e,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x1a00,Dynamic link library,
211,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,7a6029fb9d2580edbb6007b098b519ec,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x1bd0,Dynamic link library,
212,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,c1de2311ae763f305144be54402a13ed,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x1a20,Dynamic link library,
213,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,725009eaa8a92d1d0cc46d70154939a9,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x1bf0,Dynamic link library,
214,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,5.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,2c5adf1b60ac6a0ed1c8872012ce0a82,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,561152,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,188416,application/octet-stream,,,,"No relocs, Executable, No symbols, Aggressive working-set trim, 32-bit",,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x2cba0,Dynamic link library,
215,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,64bfb28973ef71284140bf9a871f732d,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,724992,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1b40,Dynamic link library,
216,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,5.0,,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,5076b9ba5e068d07fbfd59282836ac61,,,,exe,,,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,557056,,,,,,,Microsoft Corporation,4.0,,,,,,188416,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x2caf0,Dynamic link library,
217,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,5.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,4d20cc6b4021d176e806e96952ce3019,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,561152,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,188416,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x2cba0,Dynamic link library,
218,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,5.0,,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,d54fca0defb36c447af3b6961711dda3,,,,exe,,,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,557056,,,,,,,Microsoft Corporation,4.0,,,,,,188416,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x2cbf0,Dynamic link library,
219,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,517732067df17a66f8dc2fbee8ac97c2,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1b60,Dynamic link library,
220,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,8949c5e942bf4c048eb8e00963bf5525,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,16384,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x19b0,Dynamic link library,
221,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,aa0ac61c36b7cff9cd85a9a6d792c45b,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x1a10,Dynamic link library,
222,,,,English (U.S.),InputSwitch.dll,,,,,,Windows GUI,2004:02:15 19:17:39+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,10.0.10240.16384,,,,,,,Unicode,,,,0,Windows NT 32-bit,c6b73f8ce2f66b0a7c063c2347d732b0,,,Microsoft   Windows   Operating System,exe,,10.0.10240.16384,Teslacrypt,,8.0,,0.0,10.0.10240.16384,0x003f,,,,770048,,,InputSwitch.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,10.0.10240.16384 (th1.150709-1700),Win32 EXE,,,,,Microsoft Windows Input Switcher,,,,"Intel 386 or later, and compatibles",0,0x1bf0,Dynamic link library,
223,,,,,,,,,,,Windows GUI,2016:04:26 18:28:46+01:00,PE32,,,,5.0,,,,,,,,,,,,,,,,,0,,6a314c7a8f70955e59aa5989587e245a,,,,exe,,,Teslacrypt,,9.0,,0.0,,,,,,430080,,,,,,,,5.0,,,,,,105472,application/octet-stream,,,,,,,,Win32 EXE,,,,,,,,,"Intel 386 or later, and compatibles",,0xddf7,,
224,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,c589dca14b4333fce03b1aeb57a32b85,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,724992,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1b90,Dynamic link library,
225,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,5.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,5ac00faf34e19005d2451c4ebf01a7e8,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,561152,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,188416,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x2ca50,Dynamic link library,
226,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,508d11a0f364ef375a03d3b7fbebdf11,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,724992,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1b00,Dynamic link library,
227,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,6f58b32e2fce9e58169871880ad9fbf5,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1b20,Dynamic link library,
228,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,fb6ac8d602af2363ab5c5e48525838b1,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,724992,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1a60,Dynamic link library,
229,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,e6a9e9e261b7bfa13b9f51b7cc466360,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1bf0,Dynamic link library,
230,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,cb9cfe955cfe5fa1f0c7bb0d6624e41b,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,724992,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x19d0,Dynamic link library,
231,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,b4e7fe1420c1d22853a70813d7f3cbdf,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1c60,Dynamic link library,
232,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,8cd8cf63f6776b67d957d163fa042f2b,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1ad0,Dynamic link library,
233,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,8c789cb4e1de85176d8883314e0be9f1,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1a70,Dynamic link library,
234,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,8737dac549e33c49facd8d000995bf97,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1bf0,Dynamic link library,
235,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,871e464c7f9f6f8c18e5c948d8a7bd09,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1c20,Dynamic link library,
236,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,518e931a049d7d64c381dbebc96cf19d,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,729088,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1ca0,Dynamic link library,
237,,,,English (U.S.),dot3cfg.dll,,,,,,Windows GUI,2008:04:13 20:14:55+01:00,PE32,,,,4.0,Microsoft Corporation. All rights reserved.,,,,,5.1.2600.5512,,,,,,,Unicode,,,,0,Windows NT 32-bit,2d47913035204c11128d944d78be8eb7,,,Microsoft   Windows   Operating System,exe,,5.1.2600.5512,Teslacrypt,,8.0,,0.0,5.1.2600.5512,0x003f,,,,724992,,,dot3cfg.dll,,,,Microsoft Corporation,4.0,,,,,,12288,application/octet-stream,,,,,,,5.1.2600.5512 (xpsp.080413-0852),Win32 EXE,,,,,802.3 Netsh Helper,,,,"Intel 386 or later, and compatibles",0,0x1b90,Dynamic link library,
